iter	RMSE
860	6.793730771
861	6.793109877
862	6.790734976
863	6.788884737
864	6.788492702
865	6.78716054
866	6.784866527
867	6.783677499
868	6.780035765
869	6.77857947
870	6.775068528
871	6.773059123
872	6.771966927
873	6.77159608
874	6.770156934
875	6.769545097
876	6.765845544
877	6.76452914
878	6.761670897
879	6.758794122
880	6.757594984
881	6.756841032
882	6.753600127
883	6.752199391
884	6.751468308
885	6.750111799
886	6.746821738
887	6.745905746
888	6.742752185
889	6.740716834
890	6.738136304
891	6.735957126
892	6.734969831
893	6.733871454
894	6.733529327
895	6.731647875
896	6.73009322
897	6.727974991
898	6.72512911
899	6.724168492
900	6.722556617
901	6.720045417
902	6.719066193
903	6.715511235
904	6.712614609
905	6.711116101
906	6.710736051
907	6.709089391
908	6.708025912
909	6.706863528
910	6.70371675
911	6.702395606
912	6.700997452
913	6.699488375
914	6.697908108
915	6.696591578
916	6.696016205
917	6.693485095
918	6.691291731
919	6.690869356
920	6.689975294
921	6.687814318
922	6.686567152
923	6.683261506
924	6.682798818
925	6.680720536
926	6.680101554
927	6.679729994
928	6.67787874
929	6.675688557
930	6.673314274
931	6.671520024
932	6.669031756
933	6.66764958
934	6.667029828
935	6.664910334
936	6.662608707
937	6.66209359
938	6.660208673
939	6.658320832
940	6.657809376
941	6.656148638
942	6.654729026
943	6.652683232
944	6.65137859
945	6.648976989
946	6.646861436
947	6.646208364
948	6.644721069
949	6.644002885
950	6.641085911
951	6.638906695
952	6.636043927
953	6.635076873
954	6.633676831
955	6.631714688
956	6.630845702
957	6.628488633
958	6.628087373
959	6.625482858
960	6.622453235
961	6.620631709
962	6.619760895
963	6.616204202
964	6.615531068
965	6.612909444
966	6.612300378
967	6.610747782
968	6.609498341
969	6.607053632
970	6.605264973
971	6.603624825
972	6.602469128
973	6.600847543
974	6.59969899
975	6.598517291
976	6.597965009
977	6.595418947
978	6.59441891
979	6.593838551
980	6.590749141
981	6.589227724
982	6.587668054
983	6.587484867
984	6.585323888
985	6.583234193
986	6.581239269
987	6.579595991
988	6.578731116
989	6.577455257
990	6.576082583
991	6.575308539
992	6.572654523
993	6.571923996
994	6.569944638
995	6.566731329
996	6.564972824
997	6.563440188
998	6.561235297
999	6.559669723
